word,frequency_rank,definition_order,pos,level,definition_en,definition_vi,pronunciations,example_en,example_vi
seem,,1,verb,beginner,(copulative) To appear; to look outwardly; to be perceived as.,"(to seem to somebody) (to seem to be something) (to seem like something) có vẻ như, dường như, coi bộ",US:/siːm/,"She is seeming a bit down these days.&nbsp;&nbsp; Her eyes seem blue.&nbsp;&nbsp; It must have seemed to her she was safe.&nbsp;&nbsp; How'd she seem to you?&nbsp;&nbsp; He seems not to be at home.&nbsp;&nbsp; ""It seems like rain"". ""It seems to me (to be) rather sleety.""; ""There seem to be a few problems.""","Cô ấy đang trông buồn một chút gần đây. Mắt cô ấy trông xanh. Có lẽ cô ấy cảm thấy an toàn. Cô ấy trông như thế nào với bạn? Anh ấy trông như không ở nhà. ""Dường như mưa."" ""Dường như với tôi (để là) khá sleet.""; ""Có vẻ như có một số vấn đề."""
seem,,2,verb,beginner,(obsolete) To befit; to beseem.,"( to seem to somebody ) ( to seem to be something ) ( to seem like something ) có vẻ như, dường như, coi bộ",US:/siːm/,"And all within were pathes and alleies wide,With footing worne, and leading inward farre:Faire harbour that them seemes; so in they entred arre.","Và tất cả những nơi bên trong đều rộng rãi, có con đường dẫn vào sâu trong: một nơi trú ẩn mà họ thấy như vậy; vậy họ đã vào."
study,,1,verb,beginner,"(usually|academic|transitive|intransitive) To review materials already learned in order to make sure one does not forget them, usually in preparation for an examination.",học; nghiên cứu; xem rất cẩn thận,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,2,verb,beginner,(academic|transitive) To take a course or courses on a subject.,học; nghiên cứu; xem rất cẩn thận,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,3,verb,beginner,(transitive) To acquire knowledge on a subject with the intention of applying it in practice.,học; nghiên cứu; xem rất cẩn thận,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,4,verb,beginner,(transitive) To look at carefully and minutely.,học; nghiên cứu; xem rất cẩn thận,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,5,verb,beginner,(transitive) To fix the mind closely upon a subject; to dwell upon anything in thought; to muse; to ponder.,học; nghiên cứu; xem rất cẩn thận,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,6,verb,beginner,(intransitive) To endeavor diligently; to be zealous.,học; nghiên cứu; xem rất cẩn thận,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,7,noun,beginner,Mental effort to acquire knowledge or learning.,"sự học tập; sự nghiên cứu (về một đề tài, nhất là từ sách vở)",UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,"During the whole time of his abode in the university he generally spent thirteen hours of the day in study; by which assiduity besides an exact dispatch of the whole course of philosophy, he read over in a manner all classic authors that are extant;.","Trong suốt thời gian ở đại học, anh ấy dành phần lớn thời gian cho việc nghiên cứu; nhờ sự kiên trì này, ngoài việc hoàn thành toàn bộ chương trình triết học, anh đã đọc qua tất cả các tác giả cổ điển còn tồn tại."
study,,8,noun,beginner,The act of studying or examining; examination.,(số nhiều) đối tượng được nghiên cứu; đề tài nghiên cứu,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,"Oxygen levels on Earth skyrocketed 2.4 billion years ago, when cyanobacteria evolved photosynthesis:. The evolutionary precursor of photosynthesis is still under debate, and a new study sheds light. The critical component of the photosynthetic system is the &ldquo;water-oxidizing complex&rdquo;, made up of manganese atoms and a calcium atom.","Nồng độ oxy trên Trái đất tăng vọt 2,4 tỷ năm trước khi cyanobacteria phát triển photosynthesis:. Tiền thân tiến hóa của photosynthesis vẫn đang gây tranh cãi, và một nghiên cứu mới đã làm sáng tỏ vấn đề. Thành phần quan trọng của hệ thống photosynthetic là &ldquo;complex oxidant nước&rdquo;, được tạo thành từ các ion magiê và một ion canxi."
study,,9,noun,beginner,Any particular branch of learning that is studied; any object of attentive consideration.,"sự suy nghĩ lung, sự trầm tư mặc tưởng (như) brown study",UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,"The Holy Scriptures, especially the New Testament, are her daily study.","Kinh Thánh, đặc biệt là Kinh Thánh Tân Ước, là đối tượng nghiên cứu hàng ngày của cô ấy."
study,,10,noun,beginner,A room in a house intended for reading and writing; traditionally the private room of the male head of household.,phòng (nhất là trong nhà của ai) dùng để đọc sách và viết; phòng làm việc,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,"I was asked round once for dinner, and my tongue was hanging out at the sheer scale of it – complete with three bathrooms, two studies, and a sauna.","Cô ấy được mời đến ăn tối một lần và lưỡi cô ấy đang rớt ra vì quy mô quá lớn - bao gồm ba phòng tắm, hai phòng nghiên cứu, và một phòng xông hơi."
study,,11,noun,beginner,An artwork made in order to practise or demonstrate a subject or technique.,(nghệ thuật) hình nghiên cứu,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,12,noun,beginner,"The human face, bearing an expression which the observer finds amusingly typical of a particular emotion or state of mind.",(âm nhạc) bài tập,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,13,noun,beginner,(music) A piece for special practice; an etude.,(sân khấu) người học vở,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,14,noun,beginner,(academic) An academic publication.,(a study) cái đáng quan sát; vẻ bất thường,UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,15,noun,beginner,One who commits a theatrical part to memory.,"sự học tập; sự nghiên cứu (về một đề tài, nhất là từ sách vở)",UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,16,noun,beginner,"(chess) An endgame problem composed for artistic merit, where one side is to play for a win or for a draw.","sự học tập; sự nghiên cứu (về một đề tài, nhất là từ sách vở)",UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,17,noun,beginner,(obsolete) A state of mental perplexity or worried thought.,"sự học tập; sự nghiên cứu (về một đề tài, nhất là từ sách vở)",UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
study,,18,noun,beginner,"(archaic) Thought, as directed to a specific purpose; one's concern.","sự học tập; sự nghiên cứu (về một đề tài, nhất là từ sách vở)",UK:/ˈstʌd.i/ | US:/(ɪ)ˈsʈəɖ.i/ | US:/ˈstʌd.i/ | US:/ˈstʊd.i/,,
learn,,1,verb,beginner,"To acquire, or attempt to acquire knowledge or an ability to do something.","học, nghiên cứu; học tập, học hành",US:/lɑː(ɹ)n/ | US:/lɜːn/ | US:/lɝn/ | US:/lɛːrn/,I was very impressed with the obvious amount of work that went into the learning and synchronization of such a complex and harmonically and difficult score.,Tôi rất ấn tượng với số lượng công việc rõ ràng đã bỏ ra để học và đồng bộ hóa một bản nhạc phức tạp và hòa âm khó khăn.
learn,,2,verb,beginner,To attend a course or other educational activity.,"nghe thấy, được nghe, được biết",US:/lɑː(ɹ)n/ | US:/lɜːn/ | US:/lɝn/ | US:/lɛːrn/,,
learn,,3,verb,beginner,To gain knowledge from a bad experience so as to improve.,learnt ◘ [lə:nt],US:/lɑː(ɹ)n/ | US:/lɜːn/ | US:/lɝn/ | US:/lɛːrn/,learn from one's mistakes,Học từ sai lầm của mình.
learn,,4,verb,beginner,To study.,learnt ◘ [lə:nt],US:/lɑː(ɹ)n/ | US:/lɜːn/ | US:/lɝn/ | US:/lɛːrn/,I learn medicine.,Tôi học y tế.
learn,,5,verb,beginner,To come to know; to become informed of; to find out.,learnt ◘ [lə:nt],US:/lɑː(ɹ)n/ | US:/lɜːn/ | US:/lɝn/ | US:/lɛːrn/,He just learned that he will be sacked.,Anh vừa học rằng anh sẽ bị sa thải.
learn,,6,verb,beginner,(now only in|_|non-standard speech|and|dialects) To teach.,learnt ◘ [lə:nt],US:/lɑː(ɹ)n/ | US:/lɜːn/ | US:/lɝn/ | US:/lɛːrn/,Give him a clip round the ear. That'll learn him!,Đánh anh một cái tát. Điều đó sẽ dạy anh!
learn,,7,noun,beginner,The act of learning something.,"học được bài học đắt giá, đã hiểu được những gì nên làm hoặc không nên làm ▸ to learn the ropes",US:/lɑː(ɹ)n/ | US:/lɜːn/ | US:/lɝn/ | US:/lɛːrn/,"I did a quick learn of the place by watching the people shuffle in. There was a healthy mix of beautiful and freaky people, who shared a few common denominators","Tôi đã nhanh chóng học về nơi này bằng cách quan sát người dân di chuyển vào. Có sự kết hợp khỏe mạnh giữa những người đẹp và dị biệt, chia sẻ một số đặc điểm chung."
language,,1,noun,intermediate,"(countable) A body of words, and set of methods of combining them (called a grammar), understood by a community and used as a form of communication.",ngôn ngữ; tiếng,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,The English and German languages are both members of the West Germanic language family.,Tiếng Anh và tiếng Đức đều là thành viên của gia đình ngôn ngữ Tây Germa.
language,,2,noun,intermediate,(uncountable) The ability to communicate using words.,từ hoặc cụm từ được một nhóm người nào đó sử dụng,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,the gift of language,Sự ban tặng của ngôn ngữ
language,,3,noun,intermediate,(uncountable) A sublanguage: the slang of a particular community or jargon of a particular specialist field.,"hệ thống ký hiệu, dấu hiệu, động tác... truyền đạt thông tin",US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,legal language; &nbsp; the language of chemistry,ngôn ngữ; &nbsp; ngôn ngữ hóa học
language,,4,noun,intermediate,"(uncountable) The specific wording or style of a text, such as a law or a contract.",(tin học) hệ thống lệnh được mã hoá để dùng trong việc lập trình,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,"Technological advances are notorious for exposing the open-endedness of the language in our laws, even when we thought our definitions were airtight. Lawmakers can’t anticipate everything. Indeed, you could make the case that the whole area of patent law just is the problem of deciding whether some new technology should fall within the range of the language of the patent.","Các tiến bộ công nghệ thường bộc lộ sự không xác định của ngôn ngữ trong các quy định pháp luật, ngay cả khi chúng ta cho rằng định nghĩa của mình là chắc chắn. Các nhà lập pháp không thể dự đoán mọi thứ. Thậm chí có thể lập luận rằng toàn bộ lĩnh vực luật sở hữu trí tuệ chính là vấn đề về việc quyết định liệu một công nghệ mới có thuộc phạm vi ngôn ngữ của bằng sáng chế hay không."
language,,5,noun,intermediate,"(countable|uncountable|figurative) The expression of thought (the communication of meaning) in a specified way; that which communicates something, as language does.",cách diễn đạt; cách ăn nói,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,body language; &nbsp; the language of the eyes,tiếng cơ thể; &nbsp; ngôn ngữ của mắt
language,,6,noun,intermediate,"(countable|uncountable) A body of sounds, signs or signals by which animals communicate, and by which plants are sometimes also thought to communicate.",ngôn ngữ; tiếng,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,"A more likely hypothesis was that the attacked leaves were transmitting some airborne chemical signal to sound the alarm, rather like insects sending out warnings But this is the first time that a plant-to-plant language has been detected.","Một giả thuyết khả dĩ hơn là lá bị tấn công đang truyền một tín hiệu hóa học bay để kêu gọi cảnh báo, giống như các loài côn trùng gửi ra thông điệp cảnh báo. Nhưng đây là lần đầu tiên phát hiện ra ngôn ngữ giữa cây và cây."
language,,7,noun,intermediate,(computing|countable) A computer language; a machine language.,ngôn ngữ; tiếng,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,In fact pointers are called references in these languages to distinguish them from pointers in languages like C and C++.,"Thực tế, các con trỏ được gọi là tham chiếu trong các ngôn ngữ này để phân biệt chúng với các con trỏ trong các ngôn ngữ như C và C++."
language,,8,noun,intermediate,(uncountable) A manner of expression.,ngôn ngữ; tiếng,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,"Their language simple, as their manners meek,","Ngôn ngữ của họ đơn giản, như cách thức ứng xử của họ nhún nhường,"
language,,9,noun,intermediate,(uncountable) The particular words used in a speech or a passage of text.,ngôn ngữ; tiếng,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,The language used in the law does not permit any other interpretation.,Ngôn ngữ được sử dụng trong luật không cho phép bất kỳ giải thích nào khác.
language,,10,noun,intermediate,(euphemistic|uncountable) Profanity.,ngôn ngữ; tiếng,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,,
language,,11,verb,intermediate,(rare|now|nonstandard|or|technical) To communicate by language; to express in language.,"giao tiếp bằng ngôn ngữ (khan hiếm, không chuẩn hiện tại, hoặc kỹ thuật) để diễn đạt bằng ngôn ngữ.",US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,,
language,,12,noun,intermediate,"A languet, a flat plate in or below the flue pipe of an organ.",lời ăn tiếng nói,US:/ˈlæŋɡwɪd͡ʒ/ | US:/æ/ | US:/laŋɡˈweːd͡ʒ/,"A flue-pipe is one in which the air passes through the throat, or flue, which is the narrow, longitudinal aperture between the lower lip and the tongue, or language. The language is adjusted by slightly elevating or depressing it,","Một đường khí quản là một trong đó không khí đi qua cổ họng, hoặc đường khí quản, là lỗ ngang hẹp, dài theo chiều dọc giữa môi dưới và lưỡi, hoặc ngôn ngữ. Ngôn ngữ điều chỉnh bằng cách nâng nhẹ hoặc hạ thấp nó."
meaning,,1,noun,intermediate,"(of words, expressions or symbols)","nghĩa, ý nghĩa; nghĩa là, có nghĩa là; điều kiện, tính chất... nằm giữa hai cực đoan; trung độ; trung gian",UK:/ˈmiː.nɪŋ/ | US:/ˈmi.nɪŋ/ | US:/ˈmiː.nɪŋ/ | US:/ˈmiː.nəŋ/,,
meaning,,2,noun,intermediate,"The denotation, referent, or idea connected with a word, expression, or symbol.",(toán học) số trung bình; giá trị trung bình,UK:/ˈmiː.nɪŋ/ | US:/ˈmi.nɪŋ/ | US:/ˈmiː.nɪŋ/ | US:/ˈmiː.nəŋ/,,
meaning,,3,noun,intermediate,"The connotation associated with a word, expression, or symbol.","nghĩa, ý nghĩa",UK:/ˈmiː.nɪŋ/ | US:/ˈmi.nɪŋ/ | US:/ˈmiː.nɪŋ/ | US:/ˈmiː.nəŋ/,,
meaning,,4,noun,intermediate,"The purpose, value, or significance (of something) beyond the fact of that thing's existence.","nghĩa, ý nghĩa",UK:/ˈmiː.nɪŋ/ | US:/ˈmi.nɪŋ/ | US:/ˈmiː.nɪŋ/ | US:/ˈmiː.nəŋ/,the meaning of life,nghĩa của cuộc sống
meaning,,5,noun,intermediate,(of a person's actions) Intention.,"nghĩa, ý nghĩa",UK:/ˈmiː.nɪŋ/ | US:/ˈmi.nɪŋ/ | US:/ˈmiː.nɪŋ/ | US:/ˈmiː.nəŋ/,,
meaning,,6,adjective,intermediate,Having a (specified) intention.,"có ý nghĩa, đầy ý nghĩa; trung bình",UK:/ˈmiː.nɪŋ/ | US:/ˈmi.nɪŋ/ | US:/ˈmiː.nɪŋ/ | US:/ˈmiː.nəŋ/,,
meaning,,7,adjective,intermediate,Expressing some intention or significance; meaningful.,"(toán học) trung bình; thấp kém, kém cỏi, tầm thường; tồi tàn, tiều tuỵ, tang thương, khốn khổ; hèn hạ, bần tiện, bủn xỉn; xấu hổ thầm; lành nghề; thành thạo",UK:/ˈmiː.nɪŋ/ | US:/ˈmi.nɪŋ/ | US:/ˈmiː.nɪŋ/ | US:/ˈmiː.nəŋ/,"I might, to-day, have been a better, and thus a happier man, had I less frequently rejected the counsels embodied in those meaning whispers which I then but too cordially hated and too bitterly despised.",Tôi có thể trở thành một người tốt hơn và từ đó hạnh phúc hơn ngày hôm nay nếu tôi không thường xuyên từ chối lời khuyên được chứa đựng trong những tiếng thì thầm mang ý nghĩa đó mà tôi đã quá ghét và căm thù.
definition,,1,noun,advanced,"(semantics|lexicography) A statement of the meaning of a word, word group, sign or symbol; especially, a dictionary definition.","sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,"Your definition of ""elephant"" needs to be more precise than ""a big animal with large ears"".","Định nghĩa của bạn về ""ngựa voi"" cần phải rõ ràng hơn là ""một động vật lớn với tai lớn""."
definition,,2,noun,advanced,(usually with the definite article A clear instance conforming to the dictionary or textbook definition.,"sự định, sự định rõ, sự xác định (quyền lợi, ranh giới...)",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,"Comedy Bang! Bang! It’s silly, it spoofy – it’s the very definition of a hidden gem","Comedy Bang! Bang! Rất ngớ ngẩn, rất chế nhạo – chính xác là định nghĩa của viên ngọc ẩn."
definition,,3,noun,advanced,A statement expressing the essential nature of something; formulation,(vật lý) sự rõ nét (hình ảnh); độ rõ (âm thanh),UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,4,noun,advanced,The action or process of defining.,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,5,noun,advanced,The act of defining; determination of the limits.,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,6,noun,advanced,A product of defining.,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,7,noun,advanced,"The action or power of describing, explaining, or making definite and clear.","sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,Her comic genius is beyond definition.,Talent hài kịch của cô ấy vượt quá khả năng diễn đạt.
definition,,8,noun,advanced,"Clarity of visual presentation, distinctness of outline or detail.","sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,The definition of a telescope.,Định nghĩa của một kính thiên văn.
definition,,9,noun,advanced,"Clarity, especially of musical sound in reproduction.","sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,10,noun,advanced,Sharp demarcation of outlines or limits.,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,A jacket with distinct waist definition.,Một áo khoác có định nghĩa eo rõ ràng.
definition,,11,noun,advanced,(bodybuilding) The degree to which individual muscles are distinct on the body.,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,12,noun,advanced,(programming) A statement which provides a previous declaration with a value or body of a subroutine (in the case of function).,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,13,noun,advanced,(mathematics) A statement that establishes the referent of a term or notation.,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,,
definition,,14,noun,advanced,(crosswording) The part of a cryptic clue which defines but does not indicate the solution.,"sự định nghĩa, lời định nghĩa",UK:/ˌdɛfᵻˈnɪʃ(ə)n/ | US:/ˌɖɛfᵻˌnɪʃən/,"However, some clues include words that do not form part of the wordplay or the definition.","Tuy nhiên, một số manh mối bao gồm các từ không phải là phần của chơi chữ hoặc định nghĩa."
love,,1,noun,beginner,(uncountable) A deep caring for the existence of another.,"lòng yêu, tình thương; cưng (tiếng xưng hô đối với người mà mình mến)",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,,
love,,2,noun,beginner,(uncountable) Strong affection.,"tình yêu, mối tình, ái tình",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,,
love,,3,noun,beginner,A profound and caring affection towards someone.,"người yêu, người tình",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,A mother’s love is not easily shaken.,Yêu thương của một người mẹ không dễ bị lung lay.
love,,4,noun,beginner,"Affectionate, benevolent concern or care for other people or beings, and for their well-being.",thần ái tình,UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"Through nonviolent resistance we shall be able to oppose the unjust system and at the same time love the perpetrators of the system. We must work passionately and unrelentingly for full stature as citizens, but may it never be said, my friends, that to gain it we used the inferior methods of falsehood, malice, hate, and violence.","Qua sự kháng cự không bạo lực, chúng ta sẽ có thể đối lập với hệ thống bất công và đồng thời yêu thương những người thực hiện hệ thống đó. Chúng ta phải làm việc nhiệt tình và không ngừng nghỉ để đạt được đầy đủ phẩm chất của công dân, nhưng đừng bao giờ nói, các bạn thân yêu, rằng để đạt được nó chúng ta đã sử dụng những phương pháp kém hiệu quả của sự gian dối, độc hại, căm hận và bạo lực."
love,,5,noun,beginner,A feeling of intense attraction towards someone.,người đáng yêu; vật đáng yêu,UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,I have never been in love as much as I have with you.,Tôi chưa từng yêu ai sâu sắc như yêu bạn.
love,,6,noun,beginner,A deep or abiding liking for something; an enthusiasm for something.,(tôn giáo) tình thương của Thiên Chúa đối với loài người,UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,My love of cricket knows no bounds.,Yêu cầu của tôi về cricket không có giới hạn.
love,,7,noun,beginner,"(countable) A person who is the object of romantic feelings; a darling, a sweetheart, a beloved.","(thể dục, thể thao) điểm không, không (quần vợt)",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,Open the temple gates unto my love.,Mở cửa đền cho tình yêu của tôi.
love,,8,noun,beginner,(colloquial|Commonwealth),"lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"Hello love, how can I help you?","Xin chào tình yêu, tôi có thể giúp gì cho bạn?"
love,,9,noun,beginner,"A thing, activity etc. which is the object of one's deep liking or enthusiasm.","lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"But it wasn't until [Theresa M. Claiborne] went to ROTC training camp at the University of California at Berkeley that she discovered that flying was her first love. ""Pilots talk about getting bit by the flying bug,"" she says. ""I thought, This is heaven.""","Nhưng chỉ đến khi [Theresa M. Claiborne] đi huấn luyện tại trại ROTC tại Đại học California ở Berkeley, cô mới phát hiện ra rằng bay là thứ yêu quý đầu tiên của cô. ""Các phi công nói rằng họ bị cắn bởi con muỗi bay"", cô nói. ""Tôi nghĩ, Đây là thiên đường."""
love,,10,noun,beginner,(euphemistic) Sexual desire; attachment based on sexual attraction.,"lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"The prospect that their cherished Greeks would have countenanced, much less honored, a love between men that expressed itself carnally, however, was not so easily assimilated.","Tầm nhìn về việc người Hy Lạp yêu quý sẽ chấp nhận, hoặc thậm chí tôn vinh một tình yêu giữa nam giới biểu hiện bằng hành động tình dục, dù là cách nào, cũng không dễ dàng được hấp thụ."
love,,11,noun,beginner,(euphemistic) Sexual activity.,"lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"—What think you, my lord, of... love?—You mean ‘rumpy-pumpy’.","—Quý lord, bạn nghĩ sao về... yêu thương?—Bạn có nghĩa là 'rumpy-pumpy'."
love,,12,noun,beginner,An instance or episode of being in love; a love affair.,"lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"Maybe it was just a summer love, something with no future.","Đó có thể chỉ là một tình yêu mùa hè, một thứ không có tương lai."
love,,13,noun,beginner,An instance or episode of being in love; a love affair.,"lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"Maybe it was just a summer love, something with no future.","Đó có thể chỉ là một tình yêu mùa hè, một thứ không có tương lai."
love,,14,noun,beginner,An instance or episode of being in love; a love affair.,"lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"Maybe it was just a summer love, something with no future.","Đó có thể chỉ là một tình yêu mùa hè, một thứ không có tương lai."
love,,15,noun,beginner,(obsolete) A thin silk material.,"lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"Such a kind of transparency, as that of a Sive, a piece of Cyprus, or a Love-Hood.","Một loại trong suốt như của một Sive, một mảnh Cyprus, hoặc một Love-Hood."
love,,16,noun,beginner,"A climbing plant, .","lòng yêu, tình thương",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,,
love,,17,verb,beginner,(usually|transitive|sometimes|_|intransitive|stative) To have a strong affection for (someone or something).,"yêu, thương, yêu mến",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,I love my spouse. &nbsp; I love you! &nbsp; I love that song!,Tôi yêu vợ/chồng tôi. &nbsp; Tôi yêu bạn! &nbsp; Tôi yêu bài hát đó!
love,,18,verb,beginner,"(transitive) To need, thrive on.","thích, ưa thích",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,"Mold loves moist, dark places.","Một loại thích môi trường ẩm, tối."
love,,19,verb,beginner,(transitive) To be strongly inclined towards something; an emphatic form of like.,"yêu, thương, yêu mến",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,I love walking barefoot on wet grass;&nbsp; I'd love to join the team;&nbsp; I love what you've done with your hair,Tôi yêu việc đi bộ chân trần trên cỏ ướt; Tôi muốn tham gia đội; Tôi yêu mái tóc của bạn.
love,,20,verb,beginner,"(usually|transitive|sometimes|_|intransitive) To seek the good or honor of (someone), care deeply about, to be dedicated to (someone or something).","yêu, thương, yêu mến",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,,
love,,21,verb,beginner,(transitive|sometimes|ironic) To derive delight from a fact or situation.,"yêu, thương, yêu mến",UK:/lʌv/ | US:/ləʋ/ | US:/lʌv/ | US:/lʊv/,I love the fact that the coffee shop now offers fat-free chai latte.,Tôi yêu việc cà phê quán now cung cấp chai latte không chất béo.
