issue,word,pos,english,vietnamese,row_id
definition_raw_markup,bitch-ass,noun,(AAVE|slang|pejorative) A contemptible person.,"(AAVE, thông tục, pejorative)可鄙的人。",2626979
definition_raw_markup,bitch-slap,verb,"(slang|vulgar|transitive) To slap someone powerfully in the face, meant to assert dominance or control over the receiver; to deliver a bitch slap to.","(通, 恶俗, 转身)强有力地掴某人一巴掌，意在向接收者展示支配权或控制力；给某人一个巴掌。",2626982
definition_raw_markup,calypter,noun,"(biology|entomology) Either of two rounded lobes at the posterior base of the wing in many true flies.Kirk-Spriggs, A.H. & Sinclair, B.J., eds, Manual of Afrotropical Diptera. Volume 1. Introductory chapters and keys to Diptera families. Suricata 4. South African National Biodiversity Institute, Pretoria; p. 112. [https://www.nhm.ac.uk/our-science/research/projects/manual-afrotropical-diptera.html Available online]","(sinh học, entomology) Hai lobe ở đáy sau của cánh trong nhiều muỗi thực sự。",2649192
definition_raw_markup,picar,noun,(India|obsolete) A retail dealer; an intermediate dealer or broker.,"(Ấn Độ, đã bị bỏ弃用，恢复为：",3018219
definition_raw_markup,chinky,noun,(UK|slang|offensive) A meal of Chinese food.,"(Anh,俚语,冒犯性) 中餐的一顿饭。",2665255
definition_raw_markup,chinky,noun,(slang|offensive) A Chinese person.,"(俚语,冒犯性) 一个中国人。",2665256
definition_raw_markup,chinky,noun,(slang|offensive) An East Asian person.,"(印度,俚语,冒犯性) 来自东北印度的人。",2665257
definition_raw_markup,chirper,noun,(obsolete|slang) A chirping cup; an alcoholic drink.,"(过时的,俚语) 一种鸟鸣杯；一种酒精饮料。",2665623
definition_raw_markup,systasis,noun,(obsolete|rare) A union or confederation.,martial art俄罗斯的，首次出现在1990年代，涉及各种战斗风格，包括徒手格斗、摔跤、刀术和枪械（具体元素通常由个别学校决定）。,3165453
definition_raw_markup,clubbie,noun,(US|baseball|informal) A clubhouse manager.,"(美,棒球,非正式) 俱乐部休息室管理员。",2674950
definition_raw_markup,clubbie,noun,(US|baseball|informal) A clubhouse attendant.,"(美,棒球,非正式) 俱乐部休息室服务员。",2674951
definition_raw_markup,cockblocker,noun,"(slang|vulgar) One who cockblocks; one who impedes the sexual advances of another, usually a man.","cockblocker (thông tục,俚俗) một người gây cản trở tình dục của người khác.",2676884
definition_raw_markup,cockblocking,noun,(slang|vulgar) The act or attempt of impeding another's intended goal of a romantic relationship or sexual intercourse.,"cockblocking (thông tục,俚俗) sự hành động hoặc cố gắng gây cản trở mục tiêu tình cảm của một mối quan hệ tình yêu hoặc giao hợp tình dục.",2676886
definition_raw_markup,cockbrain,noun,(slang|vulgar|humorous) A stupid person.,"cockbrain (thông tục,俚俗, hài hước) một người ngốc.",2676888
definition_raw_markup,cockbulge,noun,"(vulgar|slang) The bulge (in pants or under a blanket, etc.) created by a penis.","cockbulge (thông tục,俚俗) sự phồng lên (trong quần áo hoặc dưới chăn, v.v.) do dương vật tạo ra.",2676891
definition_raw_markup,cofree,adjective,(category theory|of a functor F) Right adjoint to a forgetful functor G; such that any map f : G(A) \to X induces a universal map \bar f : A \to F(X).,"(lý thuyết范畴学, về một functor F) Phải adjoint phải của một functor quên G; như vậy bất kỳ hàm f : G(A) \to X xác định một bản đồ phổ quát \bar f : A \to F(X) có tính chất toàn cầu.",2678117
definition_raw_markup,cofree,adjective,(category theory|of an object) Belonging to the image of some cofree functor.,"(lý thuyết范畴学, về một đối tượng) Thuộc hình ảnh của một functor tự do cofree.",2678118
definition_raw_markup,corpos,noun,(informal|derogatory),"(非正式, 贬义)",2691042
definition_raw_markup,expensiver,adjective,(nonstandard|humorous),"(không chuẩn, vui nhộn)",2765656
definition_raw_markup,counterpin,noun,(informal|US|chiefly|Southern US|and|Southern Midland US) A bedspread.,"(非正式, 美国, 主要, 南部美国, 和, 南部中部美国) 床单。",2693589
definition_raw_markup,pippie,noun,(childish|colloquial) The penis.,"(幼稚,口语) 阴茎。",3021170
definition_raw_markup,crudeform,noun,(grammar|rare) .,". (语法, 过时)",2699726
definition_raw_markup,cs,noun,(nautical|telecommunications) .,". (航海, 电信)",2701152
definition_raw_markup,cs,noun,(nautical|telecommunications) .,". (航海, 电信)",2701153
definition_raw_markup,csa,noun,(algebra|Lie theory) .,"CSA (代数, 李理论)",2701158
definition_raw_markup,csa,noun,(algebra|ring theory) .,"CSA (代数, 环论)",2701159
definition_raw_markup,cumwad,noun,"(slang|vulgar) An amount of semen, especially the amount produced by a man in one ejaculation.",(俚语，粗俗)一次射精产生的精液量。,2702362
definition_raw_markup,cumwad,noun,"(derogatory|slang|vulgar) A stupid or useless person; dickhead, shithead.",(贬义，俚语，粗俗)愚蠢或无用的人；混蛋，王八蛋。,2702363
definition_raw_markup,de-,prefix,(US|AAVE|anthroponymy),"(美国AAVE, 人类学)",2709822
definition_raw_markup,dickbreath,noun,(vulgar|colloquial|derogatory|offensive) A contemptible person; usually used as a disparaging term of address.,"(粗俗,口语,侮辱性,冒犯性的) 一个可鄙的人；通常用作贬义称呼。",2723297
definition_raw_markup,dickbucket,noun,(slang|derogatory|offensive|vulgar),"(俚语,侮辱性,冒犯性的,粗俗)",2723298
definition_raw_markup,dimmock,noun,(slang|obsolete) .,(俚语，过时的) 。,2725692
definition_raw_markup,dimocrat,noun,(US politics|obsolete) .,(美国政治，已废弃的) 。,2725697
definition_raw_markup,dimocrat,noun,(US politics|derogatory) .,(美国政治，贬义) 。,2725698
definition_raw_markup,dimolybdenum,noun,(chemistry|especially in combination) Two molybdenum atoms in a molecule.,(化学，尤其是组合) 分子中的两个钼原子。,2725702
definition_raw_markup,dimoraic,adjective,(linguistics|uncommon) Having two morae.,(语言学，不常见) 有两个音节的。,2725703
definition_raw_markup,dittohead,noun,"(US|slang|dated) A devotee of Rush Limbaugh, his radio program, or his opinions.","(Mỹ,俚语,过时) Rush Limbaugh及其广播节目或其观点的信徒。",2731509
definition_raw_markup,dittohead,noun,"(US|slang|pejorative) Someone who mindlessly agrees with an idea, especially one who agrees only as a supporter of the person who expressed it.","(Mỹ,俚语,贬义) 没有思考地同意一个想法的人，特别是那些仅仅作为表达该想法的人的支持者同意的人。",2731510
definition_raw_markup,diulose,noun,(carbohydrate|in combination) diketose,"(糖类, 在组合中) 二酮糖。",2731530
definition_raw_markup,doink,verb,(informal|intransitive) To bounce after a collision.,"(非正式,及物动词)碰撞后反弹。",2733505
definition_raw_markup,douchelord,noun,(humorous|vulgar|slang) An objectionable person.,(幽默，粗俗，俚语) 不招人喜欢的人,2735783
definition_raw_markup,douchery,noun,"(US|slang|vulgar|humorous) Behaviour that is rude, obnoxious, ignorant, or foolish.",(美，俚语，粗俗，幽默) 粗鲁、讨厌或愚蠢的行为,2735786
definition_raw_markup,douchetuber,noun,"(North America|Internet slang|vulgar|often|humorous|now|ironic) A YouTuber who is arrogant, rude or obnoxious; a douchebag, especially one who flaunts their wealth, carries out pranks in poor taste, or engages in fraudulent activities.",(北美，互联网俚语，粗俗，常带幽默感，现在带有讽刺意味) 傲慢、粗鲁或讨厌的人，尤其是那些炫耀财富、进行品味低劣的恶作剧或从事欺诈活动的人,2735788
definition_raw_markup,douchewaffle,noun,(vulgar|slang|humorous) An obnoxious or contemptible person.,(粗俗，俚语，幽默) 令人讨厌或可鄙的人,2735790
definition_raw_markup,dumbassdom,noun,(rare|slang|vulgar) The or of being a dumbass.,"Dụmbăssđôm: (khan hiếm, từ vựng俚语, 藐视) 的状态或条件，指作为一个傻瓜。",2740674
definition_raw_markup,dumbasshood,noun,(rare|slang|vulgar) The or of being a dumbass.,"Dụmbăsshood: (khan hiếm, từ vựng俚语, 藐视) 的状态或条件，指作为一个傻瓜。",2740678
definition_raw_markup,dumbassness,noun,"(vulgar|informal|North America) The state, quality, or condition of a dumbass.","Dụmbăssness: (恶毒, 非正式, 北美) 傻瓜的状态、品质或条件。",2740681
definition_raw_markup,ebonify,verb,"(slang|AAVE|transitive) To render one's speech, mannerisms, or mentality, similar to the African-American manner, sometimes a ghetto one.",(俚语，AAVE，及物动词) 使某人的口音、举止或心态变得类似非洲裔美国人的风格，有时是贫民区风格。,2744133
definition_raw_markup,echopraxia,noun,(psychology|pathology|psychopathology) The involuntary repetition or imitation of the observed movements of another.,"(心理学, 病理学, 精神病理学) 自动重复或模仿另一人动作的情况。",2744608
definition_raw_markup,eir,noun,"(US|legal) : a report issued by the U.S. Food and Drug Administration following the inspection of a facility where goods under the authority of the agency are manufactured, held, or sold.",(美国，法律) ：美国食品药品监督管理局在检查设施后发布的报告，该设施制造、储存或销售受该机构管辖的商品。,2747453
definition_raw_markup,eirean,adjective,"(British|obsolete|deprecated) of the state called Eire or the Republic of Ireland, as distinct from the island of Ireland",(英国，过时，贬义) 关于爱尔兰共和国或爱尔兰共和国的，与爱尔兰岛上的爱尔兰共和国不同。,2747455
definition_raw_markup,eireann,adjective,(British|politics|obsolete|deprecated) .,(英国，政治，过时，贬义) 。,2747457
definition_raw_markup,eireboo,noun,(slang|often|_|derogatory) A non-Irish person who is obsessed with Ireland and Irish culture.,(俚语，通常，___，侮辱性) 对爱尔兰和爱尔兰文化痴迷的非爱尔兰人。,2747458
definition_raw_markup,eirish,adjective,"(dated|proscribed) of the state called Eire or the Republic of Ireland, as distinct from the island of Ireland",(过时，禁止使用的) 关于爱尔兰共和国或爱尔兰共和国的，与爱尔兰岛上的爱尔兰共和国不同。,2747460
definition_raw_markup,elven,noun,"(Kent|Sussex|Warwickshire|Worcestershire) An elm (a tree of the genus , particularly the wych elm or Scots elm ())).",(肯特，萨塞克斯，沃里克郡，伍斯特郡)一种榆树（属的一种树，特别是榆木榆树或苏格兰榆树()),2750022
definition_raw_markup,epiderm,noun,(anatomy|zoology|botany) The epidermis.,"(thần kinh học, sinh thái học, thực vật học) Da ngoài。",2756605
definition_raw_markup,essoin,noun,(UK|law|obsolete) An excuse for not appearing in court at the return of process; the allegation of an excuse to the court.,essoin {（英国，法律，名词，已废弃）不出庭的借口；向法庭提出的借口声明},2760098
definition_raw_markup,eustasy,noun,"(geology|oceanography) A worldwide change in sea level, especially one caused by melting ice or tectonic activity.",(地质学，海洋学) 全球海平面的变化，特别是由于冰川融化或构造活动引起的变化。,2762372
definition_raw_markup,evilology,noun,(rare|humorous) The study of evil.,tâm lý học về ác tính (罕见，幽默) 关于邪恶的研究。,2763204
definition_raw_markup,extramedullary,adjective,"(anatomy|medicine) Outside of the medulla oblongata, as with extramedullary influences on control of ventilation.",trừ xương髓内地,2767135
definition_raw_markup,eye-talian,noun,"(chiefly|US|slang|pronunciation spelling|derogatory) An Italian, usually an Italian American.","(chủ yếu, Mỹ,俚语,发音拼写,贬义)一个意大利人，通常是意大利裔美国人。",2767838
definition_raw_markup,feeze,verb,(figurative|by extension) To insinuate.,"(比喻, 拓展意义) 嚣张；暗示",2772941
definition_raw_markup,flanno,noun,(AU|informal|often|attributive) A flannelette shirt.,"(ÚC, phiếm từ, thường, thuộc tính)一件宽松的衬衫",2779360
definition_raw_markup,forty-ninth parallel,noun,"(Canada|US) A nickname for the approximately 1200-mile (1900-kilometer) portion of the border between Canada and the USA, extending along the forty-ninth parallel of latitude from Lake of the Woods to the Pacific Ocean.","forty-ninth parallel: (Canada, Hoa Kỳ) Tên gọi cho khoảng 1200 dặm (1900 km) của biên giới giữa Canada và Hoa Kỳ, kéo dài theo đường緯度线49° từ Vịnh Woods đến Biển Thái Bình Dương.",2787292
definition_raw_markup,fourtino,noun,"(informal|astronomy) Any astronomical object, on the edge of the Kuiper Belt, whose orbit has a 1:4 resonance with the planet Neptune.","(thông tin, thiên văn học) bất kỳ đối tượng thiên văn nào, nằm ở mép của Vành đai Kuiper, có quỹ đạo có tỷ số共振的天体。",2787978
definition_raw_markup,fromward,adjective,(now|_|dialect|Southern English|Midlands|West Country) Leaning or listing away from; distant from; on the right-hand side; on the opposite side.,"fromward (现在，_, 方言，南部英语，中部地区，西乡) 向远离的方向倾斜或倾斜；远离的；在相反的一侧。",2790776
definition_raw_markup,fuckfest,noun,(vulgar|slang|countable) Multiple acts of sex with a single partner over a period of several hours.,"(粗言秽语俚语, 计数可数) 多次性行为，与单一伴侣在数小时内进行的性行为。",2791859
definition_raw_markup,fuckfest,noun,"(vulgar|slang|countable) An imbroglio, a disaster.","(thô lỗ,俚语,可数名词) một vụ bê bối, một thảm họa.",2791860
definition_raw_markup,fuckhead,noun,(vulgar|derogatory|offensive) A stupid or otherwise undesirable person.,"(thô lỗ,轻蔑的,侮辱性的,不可数名词) một người ngu ngốc hoặc không đáng giá.",2791862
definition_raw_markup,gamma-butyrolactone,noun,"(chemistry|pharmacology) The lactone of 4-hydroxybutyric acid; A colourless liquid used as a solvent or reagent in various industrial uses, as well as a recreational drug.","gamma-butyrolactone (kim loại, dược lý) Lactone của axit butyric 4-hydroxy; một chất lỏng无色透明的液体，用于各种工业用途，以及作为娱乐药物。",2795975
definition_raw_markup,gamma-hydroxybutyric acid,noun,(carboxylic acid|neurotransmitter|pharmaceutical drug) A naturally-occurring biochemical of uncertain function; sometimes used as a recreational drug.,gamma-hydroxybutyric acid (酸类，神经递质，制药药物) 一种天然存在的生物化学物质，其功能尚不确定；有时用作娱乐药物。,2795979
definition_raw_markup,ponify,verb,(transitive|internet slang) to turn an existing character into a My Little Pony-style cartoon equine.,"ponify (động từ): (truyền cảm trực tiếp, mạng xã hội) chuyển đổi một nhân vật hiện có thành một con ngựa Pony My Little của My Little Pony-style卡通马匹。",3030986
definition_raw_markup,sart,noun,"(UK|obsolete) An assart, or clearing; land cleared for agriculture.","Sart: (Anh, hạn chế sử dụng) Một assart, hoặc khu vực đã được làm sạch cho nông nghiệp；土地开垦或农业用地。",3095456
definition_raw_markup,hammerspace,noun,(humorous|fiction) A notional extradimensional storage space able to contain objects larger than itself.,"(幽默, 小说) 一种假设的超维度存储空间，能够容纳比它本身更大的物体。",2818486
definition_raw_markup,hard-ass,noun,(vulgar|slang) A tough and combative person.,(粗俗，俚语) 一个强硬和好斗的人。,2819964
definition_raw_markup,hard-assed,adjective,(US|slang|sometimes considered|_|vulgar) Of a person: having a very difficult personality; being a perfectionist.,"(美国，俚语，有时被认为是，_, 粗俗) 形容一个人：具有非常难以相处的性格；是一个完美主义者。",2819965
definition_raw_markup,hc,noun,"(organic chemistry|refrigeration) , a class of molecules containing hydrogen and carbon atoms.",hc (有机化学): (制冷) ，一类含有氢和碳原子的分子。,2821841
definition_raw_markup,holy-water sprinkle,noun,"(by extension|weapon|historical) A 16th-century weapon consisting of a heavy ball set with spikes attached rigidly to a staff, used mainly in England; a morning star.",(由延伸，武器，历史) 16世纪的一种武器，主要由一个装有尖刺的重球固定在一根硬棒上组成，主要用于英格兰；早晨之星。,2832844
definition_raw_markup,hott,adjective,(nonstandard|slang) (sexually attractive),(非标准，俚语)性感的,2836386
definition_raw_markup,hotten,verb,(transitive|nonstandard) To make hot,(非标准，动词，传递式)使变热,2836387
definition_raw_markup,hypergolic,adjective,(chemistry|aeronautics|of a reaction) Involving such a hypergolic agent.,(化学，航空，反应)涉及这样的超燃剂。,2841758
definition_raw_markup,ice-cold,noun,(AU|slang) A cold serving of beer.,"(Úc, lóng) Một ly bia lạnh。",2845089
definition_raw_markup,kalar,noun,"(slang|ethnic slur|religious slur|offensive) Burmese people of South Asian origin, especially Bengali, Rohingya, or any South Asian Muslim or Hindus.","(俚语, 种族歧视用语, 宗教用语, 侮辱性) 缅甸的南亚人，特别是孟加拉人、罗兴亚人或任何南亚穆斯林或印度教徒。",2873957
definition_raw_markup,kaleidophone,noun,"(obsolete|physics) A device, consisting of a reflective ball attached to a vibrating rod or plate, that produces optical figures that correspond to the mode of vibration of the rod or plate","(过时, 物理学) 一种装置，由一个反射球附着在振动棒或板上组成，产生与棒或板的振动模式相对应的光学图形。",2873985
definition_raw_markup,keyboardable,adjective,(computing|of|software) Usable with a keyboard as the only input device.,(计算，关于，软件) 可以仅使用键盘作为输入设备使用的,2876501
definition_raw_markup,kinetostatic,adjective,(maths|physics) Relating to a pair of opposing kinematic vectors,(数学，物理) 与一对相反的运动矢量有关的。,2878013
definition_raw_markup,praeanal,adjective,(mostly|dated) .,"(古语,多半已过时) 。",3036487
definition_raw_markup,lint-scraper,noun,(UK|slang|archaic) A young surgeon.,"lint-scraper: (Anh,俚语,已过时) 年轻的外科医生。",2893588
definition_raw_markup,lissencephaly,noun,(anatomy|neurology) The condition of having a smooth appearance on the surface of the brain.,"(hệ thống giải phẫu học, thần kinh học) tình trạng có bề mặt não phẳng。",2894341
definition_raw_markup,loiner,noun,"(British|colloquial|dated) A native of Leeds, England.","(英国, 口语, 方言) 一个狭窄的小巷；死胡同。",2896841
definition_raw_markup,lol,noun,"(US|Commonwealth|Ireland) Loyal Orange Lodge, a prefix given to all branches of the Loyal Orange Order. For example, LOL 1 is Portadown branch.","(美国, 共和国, 爱尔兰) 忠诚橙色联盟，给所有分支的忠诚橙色秩序的前缀。例如，LOL 1 是波塔邓镇分部。",2896891
definition_raw_markup,saturnal,adjective,(Roman mythology|astrology) Of or pertaining to the Ancient Roman god Saturn or to the corresponding planetary entity in astrology.,"của thần Saturn cổ đại (罗马神话,占星术)",3095904
definition_raw_markup,love-in,noun,(by extension|colloquial) A situation characterized by (possibly insincere) friendship and affection.,聚会活动，旨在促进爱和幸福感。,2898658
definition_raw_markup,love-shy,noun,"(very|rare) A person, especially a man, who is ineffectual at courtship.",不擅长追求爱情或获得性交的人。,2898666
definition_raw_markup,loved-up,adjective,(UK|slang) Under the influence of ecstasy (the drug MDMA).,（英国，俚语）受爱洛西特（MDMA毒品）的影响。,2898690
definition_raw_markup,lucule,noun,(astronomy|obsolete) facula bright spot on the sun,(天文学，过时): 额斑：太阳上的明亮斑点。,2899629
definition_raw_markup,lully,noun,(slang|obsolete) A child.,"(俚语,过时) 孩子。",2899893
definition_raw_markup,mandative,adjective,"(grammar|not comparable) Noting the imperative use of the subjunctive, as in ""I insist that he leave immediately"".",指示性的；语态用法中的祈使语气，如“我坚持他立即离开”。,2906939
definition_raw_markup,manther,noun,"(North America|slang) A woman who actively seeks the casual, often sexual, companionship of younger men.","manther (北美,俚语): 寻求与年轻男性进行 casual 性伴侣关系的女人",2908006
definition_raw_markup,marry-muff,noun,(obsolete|slang) nonsense.,(过时，俚语) 胡说八道。,2909645
definition_raw_markup,marsiya,noun,"(Islam|Shia|by extension) a lamentation for one dead, an elegy, a dirge, an epideceum especially the one sung during the Muharram in commemoration of Hasan and Husayn",Marsi玛尔济亚诗,2909733
definition_raw_markup,marsscape,noun,(astronomy|sci-fi) A view of an area of Mars; a Martian landscape.,Marsi火星景观,2909736
definition_raw_markup,middeck,adjective,(aeronautics|spaceflight) In the middle of a deck,middeck (形容词): （航空，航天飞行）位于舱室中间的。,2924586
definition_raw_markup,monolete,adjective,(botany|of a spore) Having a single line indicating the splitting axis.,"(thực vật học, về một孢子)有一条表示分裂轴的单线。",2934601
definition_raw_markup,mooey,adjective,"(nonce word|slang) ""Moo""-like; reminiscent of a cow.","mooey: (俚语, 谐音词) 像“哞”一样的；类似于牛的声音",2936007
definition_raw_markup,moof,interjection,(onomatopoeia|usually|computing|humorous),"moof: (拟声词, 计算机, 滑稽) ",2936008
definition_raw_markup,multigraph,noun,"(historical|printing) A combined rotary typesetting and printing machine for office use. The type is transferred semi-automatically by means of keys from a type-supply drum to a printing drum. The printing may be done by means of an inked ribbon to print ""typewritten"" letters, or directly from inked type or a stereotype plate, as in a printing press.","Multigraph: (lịch sử, in 书印) 一种结合旋转排字和印刷的机器，用于办公室使用。排字通过半自动的方式从一个排字供应鼓转移到一个印刷鼓上。印刷可以通过带有墨迹的带子来完成“打字”的字母，或者直接从墨迹排字或 stereotype 版面，就像在印刷机上一样。",2941209
definition_raw_markup,namazi,noun,(South Asia|Islam) a person regular in salah; one who goes to the mosque,"namazi (南亚, 伊斯兰教) 定期礼拜的人, 清真寺常客",2946629
definition_raw_markup,nash,adjective,(UK|dialect) .,nash (英国方言) ,2948414
definition_raw_markup,necropost,noun,(Internet|slang) A post made to a long-inactive discussion thread on a forum.,"(互联网, 花言巧语) 在长期不活跃的讨论线程上发的帖子",2950027
definition_raw_markup,necroposter,noun,(slang|Internet) A person who necroposts.,"(互联网, 花言巧语) 发帖的人",2950028
definition_raw_markup,lameass,adjective,(North America|slang|derogatory) ; dorky.,"Lameass: (Hoa Kỳ,俚语,贬义)；笨拙的。",2883384
definition_raw_markup,lamehead,noun,(uncommon|slang) A lamer; someone who is lame.,"(không thông dụng,俚语) Một kẻ kém cỏi; người nào đó không thể làm gì.",2883389
definition_raw_markup,prespore,adjective,(biology|of a cell) Destined to become part of the spore of a fruiting body.,"(sinh lý, của một tế bào) Được định trước sẽ trở thành phần của孢子在果实体中的部分。",3041834
definition_raw_markup,olefine,noun,(chemistry|by extension) any of the series of unsaturated hydrocarbons of which ethylene is a type,"(kim loại, mở rộng từ hóa học) bất kỳ trong chuỗi các hợp chất hydrocacbon không飽和的，直接翻译为“不饱和”的，但为了更符合越南语的习惯表达，可以翻译为“không bão hòa”。因此，最终翻译为：“(kim loại, mở rộng từ hóa học) bất kỳ trong chuỗi các hợp chất hydrocacbon không bão hòa。”",2978174
definition_raw_markup,ortho,noun,(countable|photography) .,"(đếm được,摄影学)",2984110
definition_raw_markup,ortho,noun,(uncountable|medicine) .,"(không đếm được,医学)",2984111
definition_raw_markup,padawan,noun,(by extension|humorous) Any apprentice or student.,(幽默地扩展)任何学徒或学生。,2994509
definition_raw_markup,pairle,noun,(heraldiccharge|uncommon) A pall.,"(纹章学, 不常见) 一条横贯盾形章的带子。",2995211
definition_raw_markup,pais,noun,"(obsolete|legal|in set phrases as mentioned below) The country (ie: the jury); also, the people living in the district from where the jury is taken.","(过时, 法律, 在以下提到的短语中) 该地区的人；也指从该地区选出陪审团的人。",2995215
definition_raw_markup,paradigmatize,verb,(obsolete|transitive) To set forth as a model or example.,(过时，及物动词)作为模型或例子提出。,2999305
definition_raw_markup,parkinsonise,verb,"(medicine|usually in the past participle) To cause (a person or animal) to exhibit signs and symptoms of Parkinsonism, especially as an extrapyramidal side effect from antipsychotic medications.","(医学, 通常在过去分词形式) 使（一个人或动物）表现出帕金森症的症状和症状，尤其是由于抗精神病药物的外锥旁副作用。",3001341
definition_raw_markup,pencel,noun,(rare|obsolete) A knight carrying a pennon.,Pencel (罕见，过时): 骑士携带飘扬旗子。,3006956
definition_raw_markup,phagism,noun,(psychology|rare) A desire to eat that is not based on nutritional need.,"phagism: (心理学,罕见): 对食物的渴望，不是基于营养需求。",3012700
definition_raw_markup,pisscutter,noun,(US|military|slang|vulgar) A side cap.,"(美国,军方,俚语,粗俗) 侧帽。",3021528
definition_raw_markup,pissdale,noun,(now|chiefly|historical) A urinal basin or trough (usually metal) on a ship.,"(现在,主要,历史) 船上的尿盆或槽（通常为金属制）。",3021529
definition_raw_markup,pissedness,noun,(UK|Australia|New Zealand|South Africa|Canada|colloquial) Drunkenness.,"(英国,澳大利亚,新西兰,南非,加拿大,口语) 酗酒状态。",3021532
definition_raw_markup,sawbuck,noun,(US|slang) A ten-dollar bill.,"sawbuck (tiếng Mỹ,俚语): 十美元的钞票",3096464
definition_raw_markup,pnigalion,noun,(archaic|medicine) sleep paralysis; nightmare,"(thông史的, 医学) 睡眠瘫痪；噩梦",3026439
definition_raw_markup,pocilliform,adjective,(biology|rare) In the shape of a small cup.,"(生物学,罕见) 形状像一个小杯子的。",3026555
definition_raw_markup,pock-fretten,adjective,(now|rare) Marked with pustule scars; pockmarked.,"(现在,罕见) 布满脓疱疤痕的；痘疤累累的。",3026561
definition_raw_markup,pock-pudding,noun,(derogatory|Scotland|archaic) An English person.,"(苏格兰,古时,贬义) 英国人。",3026563
definition_raw_markup,pozphobia,noun,(psychology|informal) The fear of or prejudice towards HIV positive people.,"(心理学,非正式) 对HIV阳性人士的恐惧或偏见。",3036247
definition_raw_markup,pozzed,adjective,"(slang|pejorative) Culturally or ethnically diverse, or left-leaning and adhering to excessive political correctness.","(俚语,贬义) 文化或种族多样性，或左倾并过度坚持政治正确性。",3036250
definition_raw_markup,prae-,prefix,"(archaic|technical,|or|pedantic) .","(古语,技术用语,或矫情) 。",3036485
definition_raw_markup,præ-,prefix,(archaic|technical|or pedantic) .,"(古语,技术用语,或矫情) 。",3036486
definition_raw_markup,psychogram,noun,(psychology|dated) A composite psychological measurement that attempts to integrate various interrelated elements of a person's thought processes.,"(心理学, 过时的) 心理综合测量，试图整合一个人思维过程的各种相关元素。",3052000
definition_raw_markup,psychogram,noun,(psychology|dated) A kind of visual diagram of an individual's personality.,"(心理学, 过时的) 个人性格的一种视觉图表。",3052001
definition_raw_markup,puntastic,adjective,(informal|of a pun) Extremely funny.,"puntastic: (thông tin, về một chơi chữ) cực kỳ vui vẻ。",3054421
definition_raw_markup,proto-metallic,adjective,(chemistry|obsolete) Being or relating to a proto-metal.,"Proto-metallic (化学, 过时)与原型金属有关",3048389
definition_raw_markup,racketbuster,noun,"(chiefly|US|informal) A person, especially a law enforcement officer, who breaks up criminal rackets.",(美国口语，非正式)一个人，尤其是执法人员，打破犯罪团伙的人。,3061497
definition_raw_markup,rapid-onset gender dysphoria,noun,(gender critical|pseudoscience) Controversial and scientifically unsupported subset of gender dysphoria claimed to be caused by social influence.,(性别关键，伪科学)争议性和科学上不支持的性别焦虑症亚型，声称是由社会影响引起的。,3064297
definition_raw_markup,selen-,prefix,(productive in mineralogy; no longer productive in|_|chemistry) (containing) selenium,"(th Chargers học; không còn sản xuất trong, _, hóa học) (chứa)硒",3104452
definition_raw_markup,self-regenerating,adjective,(rare|physics|biology) Capable of regenerating itself or oneself.,(罕见) 自我再生能力：能够自我再生或自我恢复的能力,3105369
definition_raw_markup,self-reinforce,verb,(uncommon|intransitive) To reinforce or strengthen itself.,(不常见，进行) 自我增强：自我增强或加强,3105380
definition_raw_markup,semi-acoustic,adjective,"(music|of an electric instrument) Modified with a wholly or partially hollow soundbox, producing a sound similar to but different than a normal acoustic version of the same instrument.",半声学的,3105962
definition_raw_markup,semichorus,noun,"(music|theatre) half a chorus; a passage to be sung by a selected portion of the voices, rather than the full choir. It was popular in Ancient Greek theatre.","(music, theatre) 半合唱 (bàn hé chàng); 一段由一部分声音演唱的合唱曲，而不是全合唱。它在古希腊戏剧中很流行。",3106293
definition_raw_markup,semipermutable,adjective,(group theory|of a subgroup) That commutes with every subgroup whose order is relatively prime to its own.,(群论，关于子群) 半可交换的,3107160
definition_raw_markup,senga,noun,(Scotland|pejorative|slang|offensive) A female ned.,"(Scotland, tục ngữ, chê bai,俚语, 有冒犯性) 一个女Ned。",3107902
definition_raw_markup,realisest,verb,(non-Oxford|_|British spelling) (),"Đã thực hiện (non-Oxford, _,拼写英国)",3066461
definition_raw_markup,realiseth,verb,(non-Oxford|_|British spelling) (),"Đã thực hiện (non-Oxford, _,拼写英国)",3066462
definition_raw_markup,realisedst,verb,(non-Oxford|_|British spelling) (),"Đã thực hiện (non-Oxford, _,拼写英国)",3066460
definition_raw_markup,seroanaphylaxis,noun,"(medicine|uncommon) Anaphylaxis as a result of an injection of a foreign serum, usually conducted under experimental conditions.",Seroanaphylaxis（医学，不常见）由于注射外来血清引起的一种过敏反应，通常在实验条件下进行。,3109275
definition_raw_markup,server-side storage,noun,(computing|networking) The practice of storing data on a web server rather than on the user's device.,(计算、网络) 将数据存储在网页服务器上而不是用户设备上的做法,3109722
definition_raw_markup,serverless,adjective,(computing|literally) Not involving a server; composed only of clients.,(计算、字面意义) 不涉及服务器；仅由客户端组成,3109724
definition_raw_markup,seviyan,noun,(Indian|cooking) An Indian style of wheat vermicelli.,(印度，烹饪) 印度式小麦面线,3110580
definition_raw_markup,sgm,noun,(military|US) .,"(军事, 美国).",3111118
